index,PIK3CA-0001,PIK3CA-0002,PIK3CA-0003,PIK3CA-0004,PIK3CA-0036,PIK3CA-0047,PIK3CA-1020,PIK3CA-1033,PIK3CA-1038,PIK3CA-1045,PIK3CA-1052,PIK3CA-1268,PIK3CA-1458,PIK3CA-1588,PIK3CA-2179,PIK3CA-1039,PIK3CA-1676,PIK3CA-1035,PIK3CA-1113
MTX1,11.07,0,4.93,8.8,2.05,5.14,1.09,2.74,3.16,1.92,5.88,7.38,18.8,3.06,4.33,1.776544976,3.924681075,18.11948639,3.035166562
MTX1P1,0,0,0,0,0,0,11.82,0,0,0,13.36,0,0,0,0,0,9.311961909,22.3537978,8.676163202
MTX2,2.42,0,4.13,1.05,2.18,1.48,0,3.47,4.37,2.13,0,4.94,0,3.98,2.89,0,3.930639087,14.9014734,5.794569593
MTX3,5.74,0,5.84,10.63,3.35,4.86,0.78,3.05,3.42,5.68,0,6.74,4.84,6.05,3.59,2.937089614,4.334541246,7.028187852,1.785220661
MUC1,380.9,23.23,0.29,33.22,7.23,156.46,549.1,8.84,364.21,2.26,11.01,180.02,69.81,30.33,113.24,4.938320485,56.87281443,382.4042831,58.89641697
MUC12,0.14,176.15,0,0.35,0.07,12.08,0,0.03,0.04,0.17,0,0.11,0.04,0.04,0.29,13.59839914,0.098495437,0.90684494,5.65172847
MUC12-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUC13,0,91.44,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0.180825968,0.130577256,0.10936395
MUC15,0,0,0,0,0.11,0,30.48,0,2.35,0,0,0,0.5,7.85,0,0,0.176389758,0.127373799,0
MUC16,0,0,0,0.37,0.13,22.85,0,0.02,9.53,0.01,0,0.02,0.76,0.14,0,0.398597839,0.048118493,0.61502394,0.122229123
MUC17,0,1.64,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0.031095748,0.104175992
MUC19,68.39,0,0,0.06,0,0.77,0,0,7.19,0,0,0,4.9,0,2.71,1.777388425,0.336152252,0.077470466,0.090838688
MUC2,0,55.32,0,0,0,32.67,0,0,0,0,0,0,0,0.1,0,5.057129451,348.0979247,2.164157978,0.483352915
MUC20,2.7,0,2.16,4.79,4.53,6.7,0,1.79,17.32,2.72,6.82,9.91,28.19,2.78,2.57,0,3.4240562,10.69217068,8.787234227
MUC20P1,0,0,2.47,1.99,0.29,2.48,0,0.7,0,0.77,0,1.71,0,1.8,0,0,5.90027239,13.59791126,12.98325851
MUC21,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,4.605996123,0.05560331,0,0.100887019
MUC22,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1.935043839,0.0700792,0,0.254304344
MUC3A,9.91,25.63,0.68,1.44,0.16,8.2,2.85,0.09,3.4,1.3,0,0.43,1.89,0.62,0.08,1.533041707,0.444162907,20.20642932,4.969668328
MUC4,0.17,2.69,0,0.5,5.71,9.7,0,0.63,2.7,0,2.07,0.1,5.66,5.11,0.3,4.432530846,1.033397337,1.782263694,0.837380011
MUC5AC,0,0,0,0,0.02,8.54,0,0,0,0,0,0.07,0,0,0.78,5.673988156,7.530535834,0.497530178,0.131590255
MUC5B,0.08,0,0.03,0.02,0.2,128.72,0.34,1.98,23.18,0.1,0,1.77,8.73,5.96,3.8,0.626251686,71.55608993,19.70242146,16.02836946
MUC5B-AS1,18.35,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0
MUC6,10.05,43.28,2.3,0.97,1.42,12.93,20.05,7.48,87.51,1.96,0,10.18,24.32,25.54,1.08,8.971994266,13.52200927,14.56546115,20.36221179
MUC7,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUCL1,1847.75,0,0,0,0,0,0,0,0,0,0,0,0,0,9.78,0,0,0,0.674553319
MUCL3,0,0,0,0.15,0.12,0.37,0,0.17,0,0.2,0.9,0,0,1.87,0,6.150516915,0.074248672,0.080424189,0
MUL1,0.64,0,2.11,1.66,1.56,0.84,6.36,1.29,0,1.83,0,1.88,0,0.79,1.27,0,2.692752866,4.704384457,1.576048028
MUPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS81,45.87,0,14.3,10.63,6.31,20.84,0.74,22.08,138.25,6.67,14.2,9.82,8.68,4.26,3.56,0,3.019541405,4.696371115,6.742986101
MUSK,0,0,0,0,1.26,3.65,7.95,0.39,0,1.17,0,0.49,0,0,0.54,0,0.390732019,0.199167314,0.083405506
MUSTN1,9.23,0,0,0,1.02,0,3.51,0.72,0,0.22,0,4.85,0,1.38,0.52,0,0.300432127,3.905041183,0
MUTYH,1.74,0,9.79,12.41,3.19,10.54,11.67,1.95,0,7.23,0,8.41,0,2.57,0.38,3.006460729,0.254056698,1.493874815,0.46096218
MVB12A,14.09,0,6.43,6.02,2.26,17.82,11.5,1.76,3.71,1.1,0,5.46,0,2.53,1.13,1.775461717,4.500986203,3.203800556,4.199975794
MVB12B,2.77,4.87,3.92,4.69,1.5,2.4,0.48,3.98,0.28,1.35,0,1.01,6.35,9.2,2.34,0,2.027916861,2.080975894,1.936561039
MVD,5,0,7.77,11.45,3.5,0,0,4.22,0,0.87,0,2.25,43.9,6.11,0.76,0,0.804803978,1.937205081,1.703615367
MVK,0,0,2.57,3.93,0.85,1.69,0,0.14,0,1.34,0,1.24,0,2.84,3,1.795164745,1.787867516,2.464726209,1.946351298
MVP,26.45,221.54,3.67,29.54,12.27,62.75,68.27,6.23,63.85,12.13,68.65,25.87,15.77,17.66,25.06,7.586405383,8.002032465,9.374388068,13.77118481
MX1,10.44,0,6.07,96.57,5.62,19.73,29.62,14.74,170.66,21.99,1.78,16.02,2.28,9.2,4.67,1.351790722,3.916496815,4.560413694,3.597472303
MX2,9.16,0,0.3,19.4,5.32,49.53,0.62,5.46,81.25,10.62,0,4.51,14.89,4.28,1.66,0.896338992,1.412081865,0.914201576,0.971827553
MXD1,2.73,8.39,1.04,12.19,5.04,2.81,8.11,3.73,0.77,2.35,0,7.79,5.78,3.89,3.94,1.833888972,2.39096858,2.661773466,2.470357882
MXD3,19.62,0,7.72,7.42,1.2,3.46,0,2.81,4.05,1.19,0,3.97,6.18,3.66,0.59,3.389705723,0.654725195,1.418361873,2.375875584
MXD4,16.36,0,5.8,6.48,4.51,15.21,43.13,16.79,54.4,5.96,3.47,11.75,7.6,14.2,6.26,8.473031329,5.738240522,8.243028879,5.344942278
MXI1,15.51,213.93,4.37,4.08,3.15,10.31,31.64,1.18,1.03,2.62,0,4.72,13.3,6.72,2.91,1.971733344,3.498989105,6.187774755,3.886891429
MXRA5,21.94,2.37,0.8,21.34,16.47,170.03,0.5,24.63,68.94,1.45,2.92,21.77,70.06,5.02,28.88,1.18798744,19.40379691,6.477732024,6.166971121
MXRA5Y,0.44,0,0,0.15,0.32,0,0,0.07,0.45,0,0,0.19,0.4,0,0.04,1.455878608,1.344508879,0.399778591,0.81316198
MXRA7,12.91,0,5.23,5.2,10.03,43.96,28.05,14.1,15.98,15.79,6.7,14.8,13.12,8.94,7,1.258186115,1.845432822,1.924889588,2.314919502
MXRA7P1,2.27,59.62,0,8.04,0.94,16.35,13.58,3.3,0,0,4.44,10.86,0,3.68,2.36,0,2.889087034,7.15287387,14.2282285
MXRA8,78.91,0,15.12,14.02,15.85,91.28,0.58,36.58,70.47,8.22,88.69,44.49,80.01,13.62,30.66,1.607817347,5.357015053,8.70386457,8.66330365
MYADM,21.68,0,2.6,20,8,141.86,24.8,9.37,115.83,5.86,13.99,24.03,63.87,19.21,17.28,2.709871769,8.930760898,15.09501029,7.567817404
MYADM-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.441252985,1.040751295,0
MYADML,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MYADML2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086012787,0,0.780310892
MYB,15.02,0,1.86,6.12,0.85,0.65,80.92,0.25,0.45,1.08,9.76,6.01,10.89,21,11.27,0,16.64219189,27.82874349,4.452822821
MYB-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,3.288025556,11.19329177,0
MYBBP1A,8.39,5.75,6.63,30.19,4.76,24.74,48.34,8.53,20.08,12.34,8.22,16.1,30.55,16.54,7.87,4.887138664,5.805328965,7.591824778,7.386104908
MYBL1,0.15,0,1.92,5.14,0.59,0.62,0,1.79,2.12,4.03,3.7,1.35,1.19,2.3,0.57,2.413391808,0.58268643,0.252460184,1.480122243
MYBL2,0,0,4.07,5.73,0.84,0.39,2.44,0.5,6.73,0.98,5.52,4.93,0,3.87,1.03,6.293423378,1.215581288,3.620884728,1.654169141
MYBPC1,0.84,0,0,0,70.09,0,0,0,2.52,0,0,1.75,0.57,0,0,0,0,0.306431803,0.153989723
MYBPC2,0,0,0,0,21.04,0,0,0,0,3.68,0,0.18,0,0,0.08,1.565881805,0.226838778,0.368558606,0.10289445
MYBPC3,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.363501389,0.197521286,1.283698858,0.179191974
MYBPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.203253263,0.464033781,0.251314532,0.631459507
MYBPHL,0,0,1.48,0,0.91,0,0,0,0,0,0,0,0,3.81,0,0,0.359698727,0,0
MYC,0,0,16.91,6.64,5.28,0,11.58,1.69,7.34,3.66,0,11.71,5.06,7.64,2.23,15.24480218,7.0393135,4.883857134,5.175653708
MYCBP,39.39,0,6.69,6.99,1.29,0,0,1.25,1.05,7.42,0,5.4,15.64,0.9,0.66,0,5.399977677,5.766730489,2.621934642
MYCBP2,5.27,3.22,4.02,12.61,3.67,26.68,18.88,14.78,8.93,14.96,2.43,5.75,71.04,3.33,4.63,1.092796853,5.065796444,7.487654496,7.683448555
MYCBP2-AS1,0.59,36.88,3.58,3.38,4.47,9.9,13.31,10.53,0,7.55,0,1.71,0,3.89,2.76,0,0.103206926,1.453283005,0.18725934
MYCBP2-AS2,0,0,0,11.08,0,0,0,0,0,0,0,0,0,0,0,0,0.492764845,4.269998303,7.152606752
MYCBPAP,0.67,0,7.91,11.65,0,0.32,22.53,3.51,0,0.24,37.76,2.49,0,0.31,1.25,0,0.938786992,4.137605416,0.117471822
MYCL,0.71,0,0.58,1.03,1.62,3.14,0,0,0,1.27,0,0.49,0,0,0,3.450630712,0.583181305,0.721927424,1.587192116
MYCL-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.83697944,0.537333385,0,0
MYCLP1,0,0,0,0,0,0,0,0,0,0,4.69,0,0,0,0,0,0,0,0.711933881
MYCLP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395723331
MYCN,2.09,0,0,0.15,0,0,0,0.17,0,0,0,4.25,0,0,0,0,1.128687672,0,0.292556928
MYCNOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28373115,0.082707197,0,0
MYCNUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYCT1,0.98,0,0.58,2.73,0.95,0,0,1.17,0,2.19,0,0.82,1.11,4.03,0.81,0,0.626445604,3.166563098,2.146962324
MYD88,2.31,0,4,15.21,2.31,55.53,4.78,0.8,18.92,6.72,4.63,6.77,0.24,4.13,1.67,1.459893315,4.33544121,10.30836893,4.124986671
MYDGF,24.95,0,1.84,18.73,4.36,1.13,0,0.97,0,4.27,69.04,7.93,0,5.48,2.67,0,7.324787128,17.23596321,8.47819465
MYEF2,64.93,0,6.29,5.57,2.21,4.94,22.99,4.15,2.63,4.69,10.05,12.47,9.13,15.77,8.24,0,3.853362954,3.943805079,0.275258568
MYEOV,12.84,0,0,0,3.68,2.61,0,0.93,0,0.19,0,0,0,0,0,23.31270789,0.281429615,0.243869666,0.30637667
MYF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYF6,0,0,0,0,6.94,0,0,0,0,0,0,0.24,0,0,0,0,0.317386536,0,0
MYG1,0.71,0,4.27,5.08,0.71,3.74,5.84,4.17,24.75,4.04,0,4.57,7.86,2.74,1.43,2.329405773,1.265420121,3.655118548,3.367447259
MYG1-AS1,0,0,0,0,0,0,0,0.85,0,0,0,0.64,0,1.18,1.16,0,0.32597118,4.236999862,0
MYG1P1,0,0,0,0,0.31,0,9.16,0.45,0.76,0.37,0,0,0,1.28,0,0,0.195280883,0,0.708637891
MYH1,0,0,0,0.09,113.25,0,0,0,0,0,0,0.18,0,0,0,2.900638103,0,0.303430064,0.127067727
MYH10,39.97,15.17,12.61,18.81,2.28,26.1,25.45,15.45,28.83,9.98,20.67,14.38,13.08,29.22,6.88,1.292821497,14.95917892,18.05447612,11.29856218
MYH11,18.91,0,2.04,8.61,7.22,55.85,12.36,9.5,4.14,59.93,11.15,5.28,10.25,54.2,9.28,1.970843623,1.950936318,2.293597712,1.532470909
MYH13,0,0,0,0,0.2,0,0,0,1.22,0,0,0.05,0,0,0,0,0,0.149310398,0.437688109
MYH14,1.04,45.96,3.24,0.12,4.81,8.29,6.83,0.15,0.76,0,0,8.69,2.36,3.46,1.42,4.481350082,1.785253473,7.207573127,5.521322546
MYH15,0,0,1.11,0,0.04,0,0,0.83,0,0,0,0.1,0,0.17,0,0,0.08222353,0.178124686,0.09945795
MYH16,0,0,0.08,0,0.1,0,1.11,0,0,0,0,0,0,0.1,0,1.84668287,0.334395677,0.796858729,0.060672976
MYH2,0,0,0,1.5,16.57,0,0,0,0,0,0,0.18,5.72,0.54,0.05,1.829567839,0.066259301,0.35885157,0.24044264
MYH3,0.62,0,1.31,0.45,8.88,0.49,0,0.5,24.85,4.22,0.79,5.21,0.84,0.31,0.25,0,0.347088104,0.546845983,0.515257354
MYH4,0,0,0,0.06,0.32,0,0,0,0,0.12,0,0,0,0,0,0.968004394,0.035057073,0.075945781,0.190823368
MYH6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173797572,0.188252912,0.05255658
MYH7,0,0,0,0,6.23,0,0,0,0,0,0,14.77,0,0,0,0,0.17496545,0.151614342,0.825392068
MYH7B,0.6,0,0.66,0.63,0.51,15.33,0.4,1.91,0,0.48,1.54,0.98,10.77,2.63,1.72,9.179785088,1.201947086,2.38223138,2.737626193
MYH8,0,0,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0.034911994,0,0
MYH9,140.32,157.54,26,68.78,45.86,195.87,249.24,64.7,169.82,58.38,199.69,137.8,147.91,93.95,75.99,32.68332266,118.2706425,50.56609732,58.67321293
MYHAS,0,0,0,0,0.56,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0
MYL1,0,0,0,0,72.35,0,0,0,0,0,0,1.31,0,0.82,0.8,0,0,0,0
MYL10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728884688
MYL12-AS1,0,0,0.86,3.91,2.17,0,0,3.1,0,1.24,0,2.13,10.06,1.09,0,0,1.190423444,0.429811682,0.719970764
MYL12A,76.83,88.61,10.13,90.3,38,126.55,25.96,28.28,88.28,56.77,0,73.34,37.3,39.16,39.79,3.841368359,15.92904616,12.50720809,3.029006289
MYL12AP1,0,0,0,9.46,0,0,0,0,0,0,0,0,0,0,1.01,0,3.685689673,2.661494088,0
MYL12B,39.19,0,7.88,42.02,26.68,148.98,39.11,23.72,76.86,36.11,14.81,51.9,57.53,47.51,33.49,6.701397505,58.00448963,37.85508277,15.63243771
MYL12BP1,0,0,0,1.07,0.78,0,0,0,0,0,0,0,0,0,0,0,2.495897675,0.90116335,0.754762251
MYL12BP2,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0.823841225,0,0
MYL2,0,0,0,0.58,14.17,0,0,0,0,0,0,22.26,0,0,0,0,0.148837935,0.967303779,0.540105097
MYL3,0,0,0,0,0,0,0,0,1.83,0.45,0,3.52,0,1.91,0.37,0,0.225645528,0.977652964,0.545883682
MYL4,0,0,0,0,0,0,0,0,0,0,0,0.82,2.9,0,0,17.79802699,0.902398212,0.279272505,0.233902482
MYL5,14.83,0,8.96,19.41,3.96,7,13.42,17.43,23.03,6.76,0,8.57,21.41,13.93,11.4,0,3.821245429,5.624892074,8.622172529
MYL6,106.13,80.55,63.59,184.66,92.19,399.34,127.53,79.02,280.3,121.59,109.94,314.92,72.72,117.53,130.65,11.84711345,32.9894034,33.87429034,25.2572384
MYL6B,41.18,0,7.77,4.51,8.48,3.97,0,4.79,23.38,2.53,8.26,11.39,0,7.15,7.83,0,1.488425017,4.626377419,3.522532629
MYL6BP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYL6P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84473391
MYL6P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485952427,0,0
MYL6P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0.488202207,0,0
MYL6P4,0,0,0,1.27,0,0,0,2.76,19.21,0,0,1.1,6.23,0,0,0,0,1.008586796,0
MYL6P5,2.42,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0,0,0.918968861,0,0
MYL7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.940102507,0.262458478
MYL9,25.17,0,3.14,14.5,17.67,149.45,13.93,32.5,81.33,28.78,29.65,32.72,68.55,29.34,19.24,0,11.41642084,7.159242169,7.495208464
MYLIP,6.09,0,2.93,6.07,3.14,8.71,24.67,0.8,0.46,2.79,0,7.26,6.31,9.41,3.15,17.06107744,10.84724279,4.461814633,5.854566952
MYLK,10.44,13.25,14.26,19.04,7.77,35.03,6.31,47.12,121.63,24.14,64.83,20.64,50.21,39.13,13.02,1.050843945,2.254887661,6.142155722,4.660955679
MYLK-AS1,8.88,0,1.95,2.75,0,0,0,3.45,0,0.99,0,0,0,0,1.32,0,1.125818613,5.182691446,1.787356247
MYLK-AS2,0,0,0,0,0,0,0,0.7,0,0.57,0,0,0,0.98,0,0,0.510044386,0.552466528,0.46271398
MYLK2,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0.070868062,0.153524805,0.128583488
MYLK3,0,0,0.18,3.81,0,0,0,0,0,0.26,0,0.37,0,0.23,0.18,0,0.03962859,0.128773906,0.071902379
MYLK4,0,0,0.17,0.13,0.26,0,0,0,0,0.12,0,0.11,0,0,0.1,0,0.175314508,0.379792035,0.254473457
MYLKP1,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,7.371537256,0,0.289170771,0.968770788
MYMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374793792
MYMX,0,0,0.74,0,0,0,0,0,0,0.65,0,0,0,1.1,0,0,0.493918861,0.534999787,0
MYNN,0.18,8.45,1.61,2.39,1.45,0.2,3.88,2.16,0,1.73,0,1.3,0,1.67,0.95,2.03264029,1.840343399,3.109721277,1.936696226
MYO10,5.71,9.78,6.53,1.75,3.03,29.5,5.21,6.83,20.1,1.52,9.92,8.86,7.35,11.19,5.6,1.249502453,3.725727958,4.705488046,7.416826562
MYO15A,2.69,0,0,0,0.12,0.46,0,0,0,0.12,0,0.36,0,0.1,0.2,2.038230051,0.263629192,0.388356346,0.459197353
MYO15B,64.56,160.02,17.62,73.72,11.96,36.37,109.51,60.5,56.12,25.58,34.09,40.63,165.61,49.06,17.71,6.663568272,5.630953828,7.911662887,12.84402799
MYO16,0,0,0.72,0,0,0,0,0,0,0.22,0,0,0,0,0,3.302809909,0.071768383,0.207300281,0.173622714
MYO16-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0.363626472,0.787741066,3.298831562
MYO16-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO18A,36.54,7.2,0.68,18.98,16.36,17.12,24.35,25.03,180.3,19.05,34.42,21.81,9.1,8.57,21.08,0.774043255,4.68144614,14.2104363,22.12521308
MYO18B,0,3.67,0,0.84,5.38,0,8.14,0,0,0,0,1.16,0,0.92,0.14,0.59974402,0.412684214,0.658749481,0.275865214
MYO18B-AS1,0,0,0,0,1.87,0,0,0,0,0,0,0,0,0,0,5.523409199,0.066678265,0.072224126,0.060490746
MYO19,33.2,0,19.05,25.93,11.67,10.71,22.08,17.67,23.8,9.18,9.66,30.76,19.74,15.64,11.69,4.008537659,3.274445947,3.494377197,4.624167103
MYO1A,0,19.64,0,0,0,0,0,0,0,0,7.81,0,0,0,0,0,0.047394012,0.718703085,0.68793611
MYO1B,64.63,244.33,29.59,18.73,8.01,100.7,49.52,25.83,82.24,7.51,3.81,24.1,20.72,19.55,17.38,1.221759033,6.32732184,22.1902849,13.68809203
MYO1C,34.35,0,17.08,15.3,16.28,23.57,42.35,13.71,69.91,13.52,31.17,30.2,42.57,15.54,12.28,3.730152724,13.3199274,17.03240292,11.02991337
MYO1D,25.15,73.45,3.71,19.57,7.17,83.42,46,10.94,19.29,6.3,0,21.42,41.42,7.05,15.52,0.711225505,5.177280661,9.26278821,4.019191947
MYO1E,43.77,5.35,1.13,15.63,13.07,105.21,2.71,33.04,50.17,12.09,89.15,14.14,35.8,7.35,12.76,4.490977308,4.228755132,9.513294666,6.070693226
MYO1F,48.64,57.82,9.46,49.68,6.05,16.24,5.36,24.51,55.55,27.65,38.92,14.53,143.35,16.2,8.93,2.040712919,3.005514441,4.109393298,5.319129878
MYO1G,2.01,0,0.27,11.53,0.68,0.17,0,2.81,8.83,7.89,3.19,0.67,0,3.46,0.2,1.336128125,1.016168504,0.57655019,1.799844317
MYO1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176046205,0.667410002,0.319419417
MYO3A,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0.099989737,0.270765567,0.181422051
MYO3B,0.14,0,0,0,0.09,0,0,0.08,0,0.36,1.16,0,2.54,0.11,0,1.414160863,0.102429992,0.998545014,0.092924833
MYO3B-AS1,0,0,0,0,0,0,0,0.88,0,0.67,0,0,0,0,0,0,0.068198336,0.443223753,0.123739519
MYO5A,4.71,0,1.87,9.51,1.55,5.93,0.31,5.81,25.59,3,5.95,7.34,6.22,2.49,3.45,2.690259208,4.108295999,2.8142274,4.213198179
MYO5B,10.09,0,2.19,2.8,0.88,7.39,28.73,0.53,18.54,0.69,0,6.64,0.99,3.02,7.98,4.409248103,5.269589752,5.621396593,3.042193332
MYO5BP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340441249,0.737513831,0.617698888
MYO5BP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.198635744
MYO5BP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494691212,0.714448504,0.598380706
MYO5C,37.61,0,2.14,7.44,2.46,20.18,8.09,1.39,8.97,1.15,0,11.64,13.24,14.35,8.46,0.579396521,14.87717418,16.00091693,5.215902018
MYO6,23.01,59.83,0.34,13.19,1.93,5.1,18.85,3.3,31.47,3.42,30.72,25.82,17.52,12.15,27.14,2.171535166,24.96944709,30.45364223,8.525851238
MYO7A,1.05,0,0.47,4.62,1.39,0.96,0,4.41,7.12,0.78,3.36,0.4,0.78,5.88,0.35,0.557167473,0.242139327,5.158151414,5.894467878
MYO7B,1.27,34.51,0.63,0.46,0.19,4.81,0,2.02,0.73,1.4,0,0.24,0,2.15,0.14,5.955867033,0.239662902,0.259596488,0.652268968
MYO9A,63.71,27.05,11.55,10.5,4.6,13.28,7.66,24.08,38.43,10.24,3.6,11.75,16.76,8.1,7.98,0,4.245052735,6.520573196,3.465071893
MYO9B,70.59,57.67,20.73,56.74,11.43,41.11,51.55,24.93,177.26,38.3,23.79,20.88,39.83,30.78,11.24,8.780932497,10.45188513,12.53829116,20.69496182
MYOC,0,0,0,0,0,0,0,0,0,0.18,0,1.27,0,0,0.15,0,0,0,0.181874744
MYOCD,1,0,0,0,0.14,2.41,0,0,0,0.92,0,0.08,0,3.36,0,0,0.023763758,0,0.215585612
MYOCD-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYOD1,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0.116973574,1.013621339,2.122376379
MYOF,13.85,20.94,0.25,19.39,13.25,39.18,64.05,23.48,18.39,2.99,15.56,31.36,27.1,39.63,10.88,3.429631585,20.17120413,21.09550163,5.814336337
MYOG,0,0,0,0,4.06,0,0,0,0,0,0,0.67,0,0.87,0,0,0.13994914,0.30317838,0.253924659
MYOM1,0.29,0,0.38,1.59,2.43,0.77,27.61,2.34,0,2.04,0,3.18,0.99,2.55,0.64,2.715347109,0.655590157,21.65859413,39.55111388
MYOM2,0,0,1.07,0,8.45,0,0,0,0,0,0,1.12,0,0.9,1.32,4.951968055,0.179339586,0.647519584,0.433859933
MYOM3,0,0,0.19,0,2.85,0,0,0.17,0,0.14,0,0.65,0.73,0,0.32,0,0.297562795,0.198345916,0.207653821
MYOM3-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYORG,2.69,3.65,0.92,1.4,0.43,0.46,1.36,0.34,3.78,0.11,0,3.95,0.49,1.45,0.75,1.806581179,1.373963215,8.079019591,5.520055048
MYOSLID,0,0,0,0,0,0,0,2.56,35.43,0,0,0.38,0,0,0,0,0.398306617,0,0.602241834
MYOT,0,0,0.66,4.02,4.33,0,7.77,0.85,0,2.55,2.09,1.27,4.95,0,0,0,0,0.485021039,0
MYOZ1,0,0,0,1.64,14.83,0,0,0,0,0.25,0,0.22,0,0,0,0,0.162233349,0,0
MYOZ2,0,0,0,0,0.49,0,0,0.17,0,0,0,0.75,0,0.49,0,0,0,0,0
MYOZ3,0,0,1.26,0.85,1.76,0,0,0,0,0,0,0.19,0,4.16,0,0.993604237,0.107952578,0.077954243,0.130579922
MYPN,0,0,0,0,4.14,0,0,0,0,0,0,0.27,0,0,0,1.696828214,0.061452026,0.133126404,0
MYPOP,6.32,0,0.56,1.31,1.53,13.3,0,1.94,3.62,0.8,0,1.42,1.78,2.41,0.5,6.142947713,1.891011081,2.891707712,4.238372197
MYRF,0.46,0,3.3,3,0.11,1.21,7.14,1.36,1.1,0.59,0,1.73,4.68,8.75,0.28,5.405657136,0.254501401,1.781246856,3.196862667
MYRF-AS1,0,0,0.08,0.11,0.08,0,0,0,0,0.12,0,0.03,0,0.22,0,0,0,1.107036597,0.927189764
MYRFL,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117135992,1.649421727,0.637596992
MYRIP,1.57,8.97,0.95,1.04,0.3,0.68,0.54,0.52,3.57,0.74,0,0.36,1.71,0.45,0.29,0.992418956,1.329826871,6.851790052,5.282178146
MYSM1,81.32,0,16.48,22.47,3.68,5.45,29.91,5.55,15.65,8.63,0,12.94,3.53,21.31,12.07,0,7.799323404,6.131346401,4.931017457
MYT1,0,0,0.09,0,0,0,15.7,0,0,0,3.46,0.17,0.11,2.75,0,2.545613186,0.338035391,0.266291603,0.055757608
MYT1L,0,0,0,14.04,0,0,0,0,0,0,0.99,0,0,0.13,0,0.662685492,0.059999247,0.038993754,0.20683977
MYT1L-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYZAP,4,0,0,0,0.75,3.68,0,0,0,0.67,0,0.93,4.5,3.11,0,0,0.32471648,0.351724264,0.14729194
MZB1,7.6,0,0,28.92,0,0.56,25.82,41.92,6.27,14.65,7.8,10.37,0,8.51,6.14,0,11.16330086,12.59145169,2.510921662
MZF1,26.11,9.3,14.55,9.81,4.39,6.69,17.98,8.56,20.11,5.03,4.08,11.49,29.84,8.17,4.45,0,3.993661338,16.34201635,6.095947233
